"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 28 10:49:59 CST 2023","Fri Apr 28 10:49:59 CST 2023","121","testcases","test_case","","","","用户登录成功",""
